ATL
Mon, Nov 14, 2016,Los Angeles Clippers,L,,95,127,4,6,L 1,BRK
Tue, Nov 15, 2016,Los Angeles Lakers,L,,118,125,4,7,L 2,BRK
Fri, Nov 18, 2016,Oklahoma City Thunder,L,,105,124,4,8,L 3,BRK
Sun, Nov 20, 2016,Portland Trail Blazers,L,,109,129,4,9,L 4,BRK
Wed, Nov 23, 2016,Boston Celtics,L,,92,111,4,10,L 5,BRK
Fri, Nov 25, 2016,Indiana Pacers,L,,97,118,4,11,L 6,BRK
Sun, Nov 27, 2016,Sacramento Kings,L,,105,122,4,12,L 7,BRK
Tue, Nov 29, 2016,Los Angeles Clippers,W,2OT,127,122,5,12,W 1,BRK
Thu, Dec 1, 2016,Milwaukee Bucks,L,,93,111,5,13,L 1,BRK
Sat, Dec 3, 2016,Milwaukee Bucks,L,,103,112,5,14,L 2,BRK
Mon, Dec 5, 2016,Washington Wizards,L,,113,118,5,15,L 3,BRK
BRK
Wed, Dec 7, 2016,Denver Nuggets,W,,116,111,6,15,W 1,BRK
Sat, Dec 10, 2016,San Antonio Spurs,L,,101,130,6,16,L 1,BRK
Mon, Dec 12, 2016,Houston Rockets,L,,118,122,6,17,L 2,BRK
Wed, Dec 14, 2016,Los Angeles Lakers,W,,107,97,7,17,W 1,BRK
Fri, Dec 16, 2016,Orlando Magic,L,,111,118,7,18,L 1,BRK
Sun, Dec 18, 2016,Philadelphia 76ers,L,,107,108,7,19,L 2,BRK
Tue, Dec 20, 2016,Toronto Raptors,L,,104,116,7,20,L 3,BRK
Thu, Dec 22, 2016,Golden State Warriors,L,,101,117,7,21,L 4,BRK
Fri, Dec 23, 2016,Cleveland Cavaliers,L,,99,119,7,22,L 5,BRK
Mon, Dec 26, 2016,Charlotte Hornets,W,,120,118,8,22,W 1,BRK
Wed, Dec 28, 2016,Chicago Bulls,L,,99,101,8,23,L 1,BRK
Fri, Dec 30, 2016,Washington Wizards,L,,95,118,8,24,L 2,BRK
Mon, Jan 2, 2017,Utah Jazz,L,,89,101,8,25,L 3,BRK
Thu, Jan 5, 2017,Indiana Pacers,L,,109,121,8,26,L 4,BRK
Fri, Jan 6, 2017,Cleveland Cavaliers,L,,108,116,8,27,L 5,BRK
Sun, Jan 8, 2017,Philadelphia 76ers,L,,95,105,8,28,L 6,BRK
Tue, Jan 10, 2017,Atlanta Hawks,L,,97,117,8,29,L 7,BRK
Thu, Jan 12, 2017,New Orleans Pelicans,L,,95,104,8,30,L 8,BRK
Fri, Jan 13, 2017,Toronto Raptors,L,,113,132,8,31,L 9,BRK
Sun, Jan 15, 2017,Houston Rockets,L,,112,137,8,32,L 10,BRK
BRK
Tue, Jan 17, 2017,Toronto Raptors,L,,109,119,8,33,L 11,BRK
Fri, Jan 20, 2017,New Orleans Pelicans,W,,143,114,9,33,W 1,BRK
Sat, Jan 21, 2017,Charlotte Hornets,L,,105,112,9,34,L 1,BRK
Mon, Jan 23, 2017,San Antonio Spurs,L,,86,112,9,35,L 2,BRK
Wed, Jan 25, 2017,Miami Heat,L,,106,109,9,36,L 3,BRK
Fri, Jan 27, 2017,Cleveland Cavaliers,L,,116,124,9,37,L 4,BRK
Sat, Jan 28, 2017,Minnesota Timberwolves,L,,109,129,9,38,L 5,BRK
Mon, Jan 30, 2017,Miami Heat,L,,96,104,9,39,L 6,BRK
Wed, Feb 1, 2017,New York Knicks,L,,90,95,9,40,L 7,BRK
Fri, Feb 3, 2017,Indiana Pacers,L,,97,106,9,41,L 8,BRK
Sun, Feb 5, 2017,Toronto Raptors,L,,95,103,9,42,L 9,BRK
Tue, Feb 7, 2017,Charlotte Hornets,L,,107,111,9,43,L 10,BRK
Wed, Feb 8, 2017,Washington Wizards,L,OT,110,114,9,44,L 11,BRK
Fri, Feb 10, 2017,Miami Heat,L,,99,108,9,45,L 12,BRK
Mon, Feb 13, 2017,Memphis Grizzlies,L,,103,112,9,46,L 13,BRK
Wed, Feb 15, 2017,Milwaukee Bucks,L,,125,129,9,47,L 14,BRK
Fri, Feb 24, 2017,Denver Nuggets,L,,109,129,9,48,L 15,BRK
Sat, Feb 25, 2017,Golden State Warriors,L,,95,112,9,49,L 16,BRK
Wed, Mar 1, 2017,Sacramento Kings,W,,109,100,10,49,W 1,BRK
Fri, Mar 3, 2017,Utah Jazz,L,,97,112,10,50,L 1,BRK
BRK
Sat, Mar 4, 2017,Portland Trail Blazers,L,,116,130,10,51,L 2,BRK
Mon, Mar 6, 2017,Memphis Grizzlies,W,,122,109,11,51,W 1,BRK
Wed, Mar 8, 2017,Atlanta Hawks,L,,105,110,11,52,L 1,BRK
Fri, Mar 10, 2017,Dallas Mavericks,L,,96,105,11,53,L 2,BRK
Sun, Mar 12, 2017,New York Knicks,W,,120,112,12,53,W 1,BRK
Tue, Mar 14, 2017,Oklahoma City Thunder,L,,104,122,12,54,L 1,BRK
Thu, Mar 16, 2017,New York Knicks,W,,121,110,13,54,W 1,BRK
Fri, Mar 17, 2017,Boston Celtics,L,,95,98,13,55,L 1,BRK
Sun, Mar 19, 2017,Dallas Mavericks,L,,104,111,13,56,L 2,BRK
Tue, Mar 21, 2017,Detroit Pistons,W,,98,96,14,56,W 1,BRK
Thu, Mar 23, 2017,Phoenix Suns,W,,126,98,15,56,W 2,BRK
Fri, Mar 24, 2017,Washington Wizards,L,,108,129,15,57,L 1,BRK
Sun, Mar 26, 2017,Atlanta Hawks,W,,107,92,16,57,W 1,BRK
Tue, Mar 28, 2017,Philadelphia 76ers,L,,101,106,16,58,L 1,BRK
Thu, Mar 30, 2017,Detroit Pistons,L,,89,90,16,59,L 2,BRK
Sat, Apr 1, 2017,Orlando Magic,W,,121,111,17,59,W 1,BRK
Sun, Apr 2, 2017,Atlanta Hawks,W,,91,82,18,59,W 2,BRK
Tue, Apr 4, 2017,Philadelphia 76ers,W,,141,118,19,59,W 3,BRK
Thu, Apr 6, 2017,Orlando Magic,L,,107,115,19,60,L 1,BRK
Sat, Apr 8, 2017,Chicago Bulls,W,,107,106,20,60,W 1,BRK
BRK
Mon, Apr 10, 2017,Boston Celtics,L,,105,114,20,61,L 1,BRK
Wed, Apr 12, 2017,Chicago Bulls,L,,73,112,20,62,L 2,BRK
CHO
Wed, Oct 26, 2016,Milwaukee Bucks,W,,107,96,1,0,W 1,CHO
Fri, Oct 28, 2016,Miami Heat,W,,97,91,2,0,W 2,CHO
Sat, Oct 29, 2016,Boston Celtics,L,,98,104,2,1,L 1,CHO
Wed, Nov 2, 2016,Philadelphia 76ers,W,,109,93,3,1,W 1,CHO
Fri, Nov 4, 2016,Brooklyn Nets,W,,99,95,4,1,W 2,CHO
Mon, Nov 7, 2016,Indiana Pacers,W,,122,100,5,1,W 3,CHO
Wed, Nov 9, 2016,Utah Jazz,W,,104,98,6,1,W 4,CHO
Fri, Nov 11, 2016,Toronto Raptors,L,,111,113,6,2,L 1,CHO
Sun, Nov 13, 2016,Cleveland Cavaliers,L,,93,100,6,3,L 2,CHO
Tue, Nov 15, 2016,Minnesota Timberwolves,W,,115,108,7,3,W 1,CHO
Fri, Nov 18, 2016,Atlanta Hawks,W,,100,96,8,3,W 2,CHO
Sat, Nov 19, 2016,New Orleans Pelicans,L,OT,116,121,8,4,L 1,CHO
Mon, Nov 21, 2016,Memphis Grizzlies,L,,90,105,8,5,L 2,CHO
Wed, Nov 23, 2016,San Antonio Spurs,L,,114,119,8,6,L 3,CHO
Fri, Nov 25, 2016,New York Knicks,L,OT,111,113,8,7,L 4,CHO
Sat, Nov 26, 2016,New York Knicks,W,,107,102,9,7,W 1,CHO
Mon, Nov 28, 2016,Memphis Grizzlies,W,,104,85,10,7,W 2,CHO
Tue, Nov 29, 2016,Detroit Pistons,L,,89,112,10,8,L 1,CHO
Thu, Dec 1, 2016,Dallas Mavericks,W,,97,87,11,8,W 1,CHO
Sat, Dec 3, 2016,Minnesota Timberwolves,L,OT,120,125,11,9,L 1,CHO
CHO
Mon, Dec 5, 2016,Dallas Mavericks,W,,109,101,12,9,W 1,CHO
Wed, Dec 7, 2016,Detroit Pistons,W,,87,77,13,9,W 2,CHO
Fri, Dec 9, 2016,Orlando Magic,W,,109,88,14,9,W 3,CHO
Sat, Dec 10, 2016,Cleveland Cavaliers,L,,105,116,14,10,L 1,CHO
Mon, Dec 12, 2016,Indiana Pacers,L,,94,110,14,11,L 2,CHO
Wed, Dec 14, 2016,Washington Wizards,L,,106,109,14,12,L 3,CHO
Fri, Dec 16, 2016,Boston Celtics,L,,88,96,14,13,L 4,CHO
Sat, Dec 17, 2016,Atlanta Hawks,W,,107,99,15,13,W 1,CHO
Tue, Dec 20, 2016,Los Angeles Lakers,W,,117,113,16,13,W 2,CHO
Fri, Dec 23, 2016,Chicago Bulls,W,,103,91,17,13,W 3,CHO
Mon, Dec 26, 2016,Brooklyn Nets,L,,118,120,17,14,L 1,CHO
Wed, Dec 28, 2016,Orlando Magic,W,,120,101,18,14,W 1,CHO
Thu, Dec 29, 2016,Miami Heat,W,,91,82,19,14,W 2,CHO
Sat, Dec 31, 2016,Cleveland Cavaliers,L,,109,121,19,15,L 1,CHO
Mon, Jan 2, 2017,Chicago Bulls,L,,111,118,19,16,L 2,CHO
Wed, Jan 4, 2017,Oklahoma City Thunder,W,,123,112,20,16,W 1,CHO
Thu, Jan 5, 2017,Detroit Pistons,L,,114,115,20,17,L 1,CHO
Sat, Jan 7, 2017,San Antonio Spurs,L,,85,102,20,18,L 2,CHO
Tue, Jan 10, 2017,Houston Rockets,L,,114,121,20,19,L 3,CHO
Fri, Jan 13, 2017,Philadelphia 76ers,L,,93,102,20,20,L 4,CHO
CHO
Mon, Jan 16, 2017,Boston Celtics,L,,98,108,20,21,L 5,CHO
Wed, Jan 18, 2017,Portland Trail Blazers,W,,107,85,21,21,W 1,CHO
Fri, Jan 20, 2017,Toronto Raptors,W,,113,78,22,21,W 2,CHO
Sat, Jan 21, 2017,Brooklyn Nets,W,,112,105,23,21,W 3,CHO
Mon, Jan 23, 2017,Washington Wizards,L,,99,109,23,22,L 1,CHO
Wed, Jan 25, 2017,Golden State Warriors,L,,103,113,23,23,L 2,CHO
Fri, Jan 27, 2017,New York Knicks,L,,107,110,23,24,L 3,CHO
Sat, Jan 28, 2017,Sacramento Kings,L,,106,109,23,25,L 4,CHO
Tue, Jan 31, 2017,Portland Trail Blazers,L,,98,115,23,26,L 5,CHO
Wed, Feb 1, 2017,Golden State Warriors,L,,111,126,23,27,L 6,CHO
Sat, Feb 4, 2017,Utah Jazz,L,,98,105,23,28,L 7,CHO
Tue, Feb 7, 2017,Brooklyn Nets,W,,111,107,24,28,W 1,CHO
Thu, Feb 9, 2017,Houston Rockets,L,,95,107,24,29,L 1,CHO
Sat, Feb 11, 2017,Los Angeles Clippers,L,,102,107,24,30,L 2,CHO
Mon, Feb 13, 2017,Philadelphia 76ers,L,,99,105,24,31,L 3,CHO
Wed, Feb 15, 2017,Toronto Raptors,L,,85,90,24,32,L 4,CHO
Thu, Feb 23, 2017,Detroit Pistons,L,OT,108,114,24,33,L 5,CHO
